District,Number_of_Cases,Week_Start_Date,Year,Month,Week,Week_End_Date,Avg Max Temp (°C),Avg Min Temp (°C),Avg Apparent Max Temp (°C),Avg Apparent Min Temp (°C),Total Precipitation (mm),Avg Wind Speed (km/h),Max Wind Gusts (km/h),Avg Daylight Duration (hours)
Mannar,0,2021-08-30,2021,8,35,2021-09-06,30.5375,26.325,33.8625,28.5,12.2,30.975,70.9,12.2729166666667
Mannar,0,2021-09-06,2021,9,36,2021-09-13,30.8375,26.7,33.2125,28.075,0.4,35.4375,74.5,12.21875
Mannar,0,2021-09-13,2021,9,37,2021-09-20,31.6125,26.8125,35.475,29.6625,5.5,27.2125,69.5,12.1625
Mannar,0,2021-09-20,2021,9,38,2021-09-27,32.0625,26.7625,36.075,29.6875,10.8,27.1625,81.7,12.1020833333333
Mannar,0,2021-09-27,2021,9,39,2021-10-04,30.2,26.05,34.1125,29.6875,36.6,22.25,81.7,12.0479166666667
Mannar,0,2021-10-04,2021,10,40,2021-10-11,29.125,25.7,32.4625,28.5875,56.1,27.45,61.2,11.9875
Mannar,1,2021-10-11,2021,10,41,2021-10-18,29.65,26.6125,32.525,28.5375,30.9,33.95,72.7,11.9354166666667
Mannar,1,2021-10-18,2021,10,42,2021-10-25,29.45,24.8125,34.0,27.875,71.1,19.3875,58.3,11.8770833333333
Mannar,1,2021-10-25,2021,10,43,2021-11-01,29.025,23.9,34.4875,27.65,113.9,15.925,38.5,11.8291666666667
Mannar,1,2021-11-01,2021,11,44,2021-11-08,28.35,23.8875,33.7875,27.8,162.0,15.575,42.1,11.78125
Mannar,0,2021-11-08,2021,11,45,2021-11-15,27.775,24.475,31.025,27.0875,200.3,27.0125,58.7,11.7354166666667
Mannar,1,2021-11-15,2021,11,46,2021-11-22,28.6,25.1125,32.4625,28.1625,69.2,22.6625,52.2,11.6979166666667
Mannar,7,2021-11-22,2021,11,47,2021-11-29,28.05,23.675,32.825,27.475,110.9,17.7875,42.8,11.6583333333333
Mannar,30,2021-11-29,2021,11,48,2021-12-06,28.8125,23.2375,34.575,27.4125,30.2,13.325,34.2,11.6291666666667
Mannar,63,2021-12-06,2021,12,49,2021-12-13,29.7375,24.0,33.8,27.8,21.0,18.6375,42.5,11.6104166666667
Mannar,18,2021-12-13,2021,12,50,2021-12-20,28.375,24.15,30.9625,27.3375,23.0,22.7875,49.3,11.6
Mannar,18,2021-12-20,2021,12,51,2021-12-27,29.6375,21.8625,31.9625,24.625,1.3,20.725,42.8,11.6
Mannar,18,2021-12-27,2021,12,52,2022-01-03,29.1875,23.0625,31.825,25.9125,7.8,21.9625,47.2,11.6041666666667
Mannar,28,2022-01-03,2022,1,1,2022-01-10,29.4125,23.8125,31.5625,26.9625,7.7,22.9875,50.8,11.6208333333333
Mannar,28,2022-01-10,2022,1,2,2022-01-17,30.1375,23.4125,34.0,27.4375,10.6,18.35,47.5,11.6541666666667
Mannar,25,2022-01-17,2022,1,3,2022-01-24,30.6625,21.975,33.4875,24.225,3.9,18.675,48.6,11.68125
Mannar,15,2022-01-24,2022,1,4,2022-01-31,31.1375,23.1125,34.0875,26.125,8.9,20.525,51.5,11.7145833333333
Mannar,16,2022-01-31,2022,1,5,2022-02-07,31.525,21.75,34.1875,24.4375,0.6,21.2,49.3,11.7625
Mannar,4,2022-02-07,2022,2,6,2022-02-14,29.375,23.125,31.775,25.575,41.4,22.8125,49.7,11.8104166666667
Mannar,3,2022-02-14,2022,2,7,2022-02-21,29.3,22.5625,33.0875,25.8,6.4,19.425,43.9,11.8625
Mannar,1,2022-02-21,2022,2,8,2022-02-28,30.9,23.3375,34.6875,26.9125,6.9,20.125,44.6,11.9125
Mannar,5,2022-02-28,2022,2,9,2022-03-07,30.625,24.5875,33.3,27.5,8.0,24.125,56.5,11.9770833333333
Mannar,1,2022-03-07,2022,3,10,2022-03-14,31.975,24.0375,35.8625,28.0125,3.1,21.6625,48.6,12.0333333333333
Mannar,1,2022-03-14,2022,3,11,2022-03-21,32.275,25.4625,36.575,29.3,1.0,18.7875,49.0,12.0895833333333
Mannar,1,2022-03-21,2022,3,12,2022-03-28,32.4875,25.9625,37.35,29.875,6.1,18.7625,48.6,12.1416666666667
Mannar,1,2022-03-28,2022,3,13,2022-04-04,32.5375,25.3625,37.3875,29.4625,16.1,18.0125,44.6,12.20625
Mannar,1,2022-04-04,2022,4,14,2022-04-11,30.8875,24.25,36.525,28.7375,64.9,12.725,37.4,12.2604166666667
Mannar,1,2022-04-11,2022,4,15,2022-04-18,29.9375,25.4875,35.65,29.525,50.0,18.925,47.2,12.3083333333333
Mannar,4,2022-04-18,2022,4,16,2022-04-25,30.7875,25.4,37.675,29.8625,24.5,14.6875,39.2,12.3708333333333
Mannar,3,2022-04-25,2022,4,17,2022-05-02,32.0625,26.6,38.8625,31.075,5.9,18.45,45.0,12.425
Mannar,3,2022-05-02,2022,5,18,2022-05-09,33.1625,28.2,38.5375,32.425,1.5,23.275,57.2,12.4708333333333
Mannar,3,2022-05-09,2022,5,19,2022-05-16,31.9625,28.1,34.4125,29.725,7.5,36.9,72.7,12.5166666666667
Mannar,2,2022-05-16,2022,5,20,2022-05-23,30.9625,27.175,32.85,28.7125,20.0,38.1875,77.4,12.55625
Mannar,3,2022-05-23,2022,5,21,2022-05-30,30.9875,27.0875,33.4125,28.9625,5.8,33.9125,67.7,12.5916666666667
Mannar,2,2022-05-30,2022,5,22,2022-06-06,31.25,27.1125,34.025,28.6625,1.8,34.7375,70.9,12.6166666666667
Mannar,7,2022-06-06,2022,6,23,2022-06-13,30.8125,26.9375,33.175,28.525,5.7,34.4625,66.2,12.6333333333333
Mannar,1,2022-06-13,2022,6,24,2022-06-20,31.5375,26.825,35.2625,29.4375,5.3,27.0625,54.7,12.64375
Mannar,5,2022-06-20,2022,6,25,2022-06-27,31.5,27.2125,34.6,29.4,3.9,30.7875,62.3,12.6458333333333
Mannar,2,2022-06-27,2022,6,26,2022-07-04,32.675,27.5625,36.375,30.6,1.0,26.6875,55.1,12.6375
Mannar,1,2022-07-04,2022,7,27,2022-07-11,31.45,27.55,33.5875,29.5625,0.2,31.7625,71.3,12.6166666666667
Mannar,1,2022-07-11,2022,7,28,2022-07-18,30.6125,26.5375,32.2,27.65,1.6,35.225,81.4,12.5958333333333
Mannar,1,2022-07-18,2022,7,29,2022-07-25,31.9375,26.025,36.3625,29.3875,9.5,21.7125,51.5,12.5645833333333
Mannar,1,2022-07-25,2022,7,30,2022-08-01,30.8375,25.2375,35.225,29.0375,16.1,19.8,57.6,12.53125
Mannar,2,2022-08-01,2022,8,31,2022-08-08,29.5375,26.3375,30.75,27.2375,15.1,38.125,79.2,12.4875
Mannar,1,2022-08-08,2022,8,32,2022-08-15,31.75,26.3,34.4875,28.4,0.0,29.0875,72.4,12.4416666666667
Mannar,1,2022-08-15,2022,8,33,2022-08-22,31.7125,26.425,35.1375,28.7,2.6,28.7875,70.6,12.3875
Mannar,1,2022-08-22,2022,8,34,2022-08-29,30.0625,25.7,34.2625,28.3375,22.4,27.0625,70.6,12.34375
Mannar,1,2022-08-29,2022,8,35,2022-09-05,29.5125,25.2625,33.7125,27.7875,35.0,25.4,58.3,12.2833333333333
Mannar,1,2022-09-05,2022,9,36,2022-09-12,29.5625,26.0875,31.3375,27.0875,3.0,37.6125,73.1,12.2291666666667
Mannar,1,2022-09-12,2022,9,37,2022-09-19,30.4125,25.925,32.95,27.7625,1.4,30.3625,65.9,12.1708333333333
Mannar,1,2022-09-19,2022,9,38,2022-09-26,31.55,26.25,35.0375,28.55,1.3,26.9,56.2,12.1145833333333
Mannar,1,2022-09-26,2022,9,39,2022-10-03,31.6,26.575,35.2,28.4375,4.0,28.75,64.8,12.0604166666667
Mannar,1,2022-10-03,2022,10,40,2022-10-10,31.0,25.6625,35.375,29.1125,11.1,21.4625,49.3,11.99375
Mannar,13,2022-10-10,2022,10,41,2022-10-17,30.1,24.6125,34.975,28.3,38.1,18.9875,46.4,11.9375
Mannar,4,2022-10-17,2022,10,42,2022-10-24,28.6625,24.35,33.45,28.1125,88.4,18.45,46.4,11.8875
Mannar,13,2022-10-24,2022,10,43,2022-10-31,29.2375,23.6625,33.9125,27.15,40.5,18.125,43.2,11.8375
Mannar,5,2022-10-31,2022,10,44,2022-11-07,28.3125,23.75,33.2875,27.95,98.7,16.35,45.4,11.7895833333333
Mannar,14,2022-11-07,2022,11,45,2022-11-14,28.45,23.9375,32.5625,27.5375,64.2,20.1375,51.8,11.7458333333333
Mannar,12,2022-11-14,2022,11,46,2022-11-21,28.2125,23.6625,31.3625,26.6375,11.2,20.7125,48.6,11.70625
Mannar,12,2022-11-21,2022,11,47,2022-11-28,29.6875,22.9,34.6125,26.5375,10.5,13.625,32.4,11.6645833333333
Mannar,11,2022-11-28,2022,11,48,2022-12-05,30.3875,23.4375,34.1125,27.325,15.7,19.4875,45.0,11.6416666666667
Mannar,4,2022-12-05,2022,12,49,2022-12-12,28.075,23.7,30.4125,25.3625,121.8,26.2875,58.0,11.61875
Mannar,20,2022-12-12,2022,12,50,2022-12-19,28.525,23.525,31.3625,26.3125,31.4,21.5875,51.5,11.6041666666667
Mannar,20,2022-12-19,2022,12,51,2022-12-26,27.8125,24.5125,30.5875,26.775,56.6,26.075,55.1,11.6
Mannar,20,2022-12-26,2022,12,52,2023-01-02,29.6125,23.0875,33.225,26.525,11.4,18.675,39.6,11.60625
Mannar,20,2023-01-02,2023,1,1,2023-01-09,28.5875,22.8625,30.275,25.2875,32.7,23.9125,50.0,11.61875
Mannar,17,2023-01-09,2023,1,2,2023-01-16,28.8625,21.45,30.6375,23.3875,1.7,20.5,45.0,11.64375
Mannar,1,2023-01-16,2023,1,3,2023-01-23,29.1875,22.8625,30.6875,25.25,11.0,24.1375,55.1,11.6770833333333
Mannar,1,2023-01-23,2023,1,4,2023-01-30,29.475,22.925,31.5875,25.5,9.3,22.425,47.9,11.7083333333333
Mannar,8,2023-01-30,2023,1,5,2023-02-06,28.1125,24.1,31.0,25.9875,112.1,26.475,74.9,11.7541666666667
Mannar,1,2023-02-06,2023,2,6,2023-02-13,29.0375,22.2,32.85,25.0875,5.7,20.9625,42.1,11.8041666666667
Mannar,1,2023-02-13,2023,2,7,2023-02-20,30.575,21.525,33.4,24.225,7.6,22.3,44.6,11.8541666666667
Mannar,4,2023-02-20,2023,2,8,2023-02-27,31.4875,22.575,34.0125,25.175,4.4,23.925,52.2,11.90625
Mannar,4,2023-02-27,2023,2,9,2023-03-06,32.4625,24.55,34.425,27.325,5.1,24.225,50.0,11.9666666666667
Mannar,4,2023-03-06,2023,3,10,2023-03-13,32.875,24.95,35.5375,28.2,9.1,22.825,50.0,12.025
Mannar,4,2023-03-13,2023,3,11,2023-03-20,32.375,24.3,37.075,28.4875,23.3,18.5125,46.1,12.0791666666667
Mannar,3,2023-03-20,2023,3,12,2023-03-27,32.5,24.825,37.9625,29.0625,7.9,16.5875,45.0,12.1333333333333
Mannar,4,2023-03-27,2023,3,13,2023-04-03,33.1875,25.4125,38.3,29.3625,6.1,15.275,40.0,12.1958333333333
Mannar,4,2023-04-03,2023,4,14,2023-04-10,33.9125,24.9625,38.2125,29.2875,9.5,18.075,43.9,12.25625
Mannar,6,2023-04-10,2023,4,15,2023-04-17,34.7875,25.55,39.475,30.1125,7.1,19.5375,50.0,12.3
Mannar,5,2023-04-17,2023,4,16,2023-04-24,33.4625,26.3875,38.55,30.75,7.8,19.05,50.8,12.3583333333333
Mannar,3,2023-04-24,2023,4,17,2023-05-01,32.25,25.15,38.4375,29.9125,73.7,16.1625,45.4,12.41875
Mannar,3,2023-05-01,2023,5,18,2023-05-08,29.9375,25.2625,35.3125,29.2625,105.1,18.075,45.4,12.4625
Mannar,1,2023-05-08,2023,5,19,2023-05-15,31.1,27.6875,35.775,30.6375,6.2,28.8625,68.4,12.5104166666667
Mannar,5,2023-05-15,2023,5,20,2023-05-22,32.0625,27.925,36.5625,31.5125,0.7,28.45,59.8,12.5479166666667
Mannar,5,2023-05-22,2023,5,21,2023-05-29,32.75,28.1625,36.9875,31.7375,1.4,27.4875,56.5,12.5854166666667
Mannar,5,2023-05-29,2023,5,22,2023-06-05,32.875,28.15,36.55,31.3375,0.8,31.4375,67.0,12.6166666666667
Mannar,4,2023-06-05,2023,6,23,2023-06-12,32.325,28.4625,35.725,30.9625,1.6,33.85,67.0,12.6291666666667
Mannar,1,2023-06-12,2023,6,24,2023-06-19,32.0875,27.8875,35.95,31.0625,12.8,28.75,60.8,12.64375
Mannar,1,2023-06-19,2023,6,25,2023-06-26,30.95,27.4875,34.7375,30.05,14.4,30.4125,67.3,12.6458333333333
Mannar,3,2023-06-26,2023,6,26,2023-07-03,31.2,27.3875,34.1375,29.3625,16.2,33.15,66.2,12.6395833333333
Mannar,3,2023-07-03,2023,7,27,2023-07-10,31.1625,27.075,33.6375,28.95,2.8,33.825,80.3,12.6208333333333
Mannar,1,2023-07-10,2023,7,28,2023-07-17,31.475,27.0,34.5875,29.35,1.0,30.125,64.8,12.6041666666667
Mannar,1,2023-07-17,2023,7,29,2023-07-24,31.9,27.45,34.475,29.15,0.6,33.7,76.7,12.5708333333333
Mannar,3,2023-07-24,2023,7,30,2023-07-31,31.7625,26.875,34.875,29.175,0.4,29.9,63.4,12.5395833333333
Mannar,3,2023-07-31,2023,7,31,2023-08-07,32.4375,26.8375,35.8,29.1625,0.0,28.05,65.5,12.4958333333333
Mannar,3,2023-08-07,2023,8,32,2023-08-14,32.3,26.7625,35.8625,29.575,0.5,25.35,60.8,12.45
Mannar,3,2023-08-14,2023,8,33,2023-08-21,31.4625,26.8875,34.125,28.5125,0.1,30.8875,66.2,12.39375
Mannar,3,2023-08-21,2023,8,34,2023-08-28,32.1625,27.0875,35.3625,29.6,0.0,28.3875,60.5,12.3479166666667
Mannar,0,2023-08-28,2023,8,35,2023-09-04,31.55,26.875,34.5875,29.225,4.7,31.5375,67.3,12.2979166666667
Mannar,0,2023-09-04,2023,9,36,2023-09-11,30.5875,26.5875,32.675,28.0125,19.1,37.7375,74.2,12.2375
Mannar,2,2023-09-11,2023,9,37,2023-09-18,30.975,26.725,33.425,28.5875,7.5,33.8875,69.1,12.1833333333333
Mannar,2,2023-09-18,2023,9,38,2023-09-25,31.4,26.4375,34.5,28.8625,4.2,29.9625,64.1,12.125
Mannar,1,2023-09-25,2023,9,39,2023-10-02,30.6625,26.9375,33.1375,28.7375,8.7,34.575,69.8,12.06875
Mannar,1,2023-10-02,2023,10,40,2023-10-09,31.15,26.325,34.575,29.0625,15.7,28.4625,69.1,12.0083333333333
Mannar,1,2023-10-09,2023,10,41,2023-10-16,30.6,25.325,34.85,29.0875,71.7,21.9625,55.1,11.9583333333333
Mannar,1,2023-10-16,2023,10,42,2023-10-23,29.75,24.5625,35.1375,28.775,31.1,15.6375,40.3,11.8958333333333
Mannar,1,2023-10-23,2023,10,43,2023-10-30,30.525,24.225,35.75,28.3625,29.6,14.5875,39.2,11.8479166666667
Mannar,8,2023-10-30,2023,10,44,2023-11-06,29.975,23.8375,35.5,28.3375,84.8,13.45,34.9,11.7979166666667
Mannar,2,2023-11-06,2023,11,45,2023-11-13,29.025,24.0,34.3375,28.4125,73.2,15.6125,40.7,11.75
Mannar,5,2023-11-13,2023,11,46,2023-11-20,28.65,24.225,34.025,28.625,93.6,15.5875,44.3,11.7145833333333
Mannar,5,2023-11-20,2023,11,47,2023-11-27,29.4,24.0625,35.05,28.0125,95.0,15.375,41.0,11.6729166666667
Mannar,15,2023-11-27,2023,11,48,2023-12-04,28.65,24.5375,32.8125,28.1125,85.2,21.375,48.2,11.6416666666667
Mannar,10,2023-12-04,2023,12,49,2023-12-11,29.025,24.675,34.6,28.4875,43.3,18.05,48.2,11.61875
Mannar,17,2023-12-11,2023,12,50,2023-12-18,28.3875,24.3875,31.75,27.5875,76.7,22.825,48.6,11.6083333333333
Mannar,21,2023-12-18,2023,12,51,2023-12-25,28.275,24.5125,31.9625,27.7,43.6,20.4,43.2,11.6
Mannar,21,2023-12-25,2023,12,52,2024-01-01,29.1,24.8625,32.5375,27.6375,14.5,23.975,55.8,11.6041666666667
Mannar,52,2024-01-01,2024,1,1,2024-01-08,28.925,24.3375,33.2875,27.975,40.0,17.7625,41.0,11.61875
Mannar,12,2024-01-08,2024,1,2,2024-01-15,28.9,24.025,32.2375,26.8625,27.0,20.6375,48.2,11.6375
Mannar,12,2024-01-15,2024,1,3,2024-01-22,29.225,23.0375,32.9875,26.4625,8.1,18.1875,40.0,11.6708333333333
Mannar,7,2024-01-22,2024,1,4,2024-01-29,30.6875,23.05,33.6625,25.75,0.6,19.775,46.1,11.7041666666667
Mannar,11,2024-01-29,2024,1,5,2024-02-05,30.325,24.525,34.425,28.1875,12.6,20.225,46.1,11.74375
Mannar,15,2024-02-05,2024,2,6,2024-02-12,32.325,23.825,34.875,26.9625,1.5,21.925,48.6,11.7958333333333
Mannar,15,2024-02-12,2024,2,7,2024-02-19,32.8375,25.2125,35.525,28.1625,6.1,23.85,52.6,11.8458333333333
Mannar,5,2024-02-19,2024,2,8,2024-02-26,33.375,24.625,37.575,28.15,2.0,19.725,52.2,11.8979166666667
Mannar,2,2024-02-26,2024,2,9,2024-03-04,33.975,24.725,36.5,28.3875,0.4,25.825,54.0,11.95625
Mannar,4,2024-03-04,2024,3,10,2024-03-11,33.45,23.525,38.15,27.05,0.0,20.9125,50.0,12.0166666666667
Mannar,2,2024-03-11,2024,3,11,2024-03-18,34.6375,23.9125,38.9625,27.225,0.3,22.0,51.1,12.075
Mannar,2,2024-03-18,2024,3,12,2024-03-25,35.1375,24.775,38.9,29.0125,5.1,24.1,55.1,12.1208333333333
Mannar,2,2024-03-25,2024,3,13,2024-04-01,34.45,25.4,39.5,29.6875,9.8,19.475,51.8,12.1833333333333
Mannar,3,2024-04-01,2024,4,14,2024-04-08,33.8,26.6625,39.55,31.775,4.4,17.45,44.6,12.25
Mannar,4,2024-04-08,2024,4,15,2024-04-15,35.0125,26.0625,39.5625,30.975,12.2,20.675,51.5,12.2958333333333
Mannar,9,2024-04-15,2024,4,16,2024-04-22,34.375,26.4375,39.925,31.025,6.5,19.4125,47.2,12.3458333333333
Mannar,9,2024-04-22,2024,4,17,2024-04-29,35.65,26.8375,41.3125,31.675,6.6,18.175,44.6,12.4083333333333
Mannar,9,2024-04-29,2024,4,18,2024-05-06,34.7,28.125,40.2375,32.775,6.1,25.325,56.9,12.45625
Mannar,9,2024-05-06,2024,5,19,2024-05-13,33.575,26.8375,39.65,31.3375,43.4,19.375,52.2,12.5020833333333
Mannar,9,2024-05-13,2024,5,20,2024-05-20,30.6625,25.9125,36.6,31.025,107.9,17.7375,47.5,12.54375
Mannar,9,2024-05-20,2024,5,21,2024-05-27,30.3375,27.2125,33.025,29.4375,71.2,38.525,81.4,12.58125
Mannar,9,2024-05-27,2024,5,22,2024-06-03,31.2,27.7,35.925,30.925,16.5,32.625,81.4,12.6083333333333
Mannar,2,2024-06-03,2024,6,23,2024-06-10,30.125,26.95,33.225,29.4,17.3,34.65,69.5,12.6270833333333
Mannar,2,2024-06-10,2024,6,24,2024-06-17,30.7625,27.925,34.0625,30.0125,3.3,34.2,70.2,12.64375
Mannar,2,2024-06-17,2024,6,25,2024-06-24,30.7875,27.6125,33.6125,29.0625,3.4,36.775,75.6,12.6416666666667
Mannar,2,2024-06-24,2024,6,26,2024-07-01,30.625,27.3125,32.975,28.8875,2.5,36.1,76.0,12.6416666666667
Mannar,2,2024-07-01,2024,7,27,2024-07-08,31.0,27.325,34.3,29.2375,2.5,32.8875,72.4,12.6270833333333
Mannar,8,2024-07-08,2024,7,28,2024-07-15,31.2125,27.525,34.4,29.5125,3.7,33.125,70.6,12.60625
Mannar,8,2024-07-15,2024,7,29,2024-07-22,30.7625,27.5125,32.5125,29.075,2.8,36.25,70.9,12.575
Mannar,7,2024-07-22,2024,7,30,2024-07-29,31.35,27.475,33.85,29.5375,0.6,35.275,77.4,12.5458333333333
Mannar,5,2024-07-29,2024,7,31,2024-08-05,31.2875,27.0125,34.4125,29.25,0.9,32.5,77.4,12.5020833333333
Mannar,7,2024-08-05,2024,8,32,2024-08-12,31.7375,26.6625,37.3875,29.9,28.3,24.5625,52.2,12.4604166666667
Mannar,12,2024-08-12,2024,8,33,2024-08-19,30.375,26.05,35.075,29.3875,36.8,26.275,59.8,12.4041666666667
Mannar,1,2024-08-19,2024,8,34,2024-08-26,30.2,26.7125,33.0125,28.7,13.2,31.7375,65.2,12.3541666666667
Mannar,13,2024-08-26,2024,8,35,2024-09-02,30.7,27.2625,33.2625,28.85,3.8,34.5375,68.0,12.30625
Mannar,3,2024-09-02,2024,9,36,2024-09-09,31.3875,27.3625,34.7375,29.15,2.6,35.15,77.4,12.2458333333333
Mannar,12,2024-09-09,2024,9,37,2024-09-16,31.5125,27.475,34.575,29.4375,1.3,34.2625,73.1,12.1916666666667
Mannar,8,2024-09-16,2024,9,38,2024-09-23,31.925,27.5625,35.6,29.125,1.2,32.5875,64.8,12.1354166666667
Mannar,4,2024-09-23,2024,9,39,2024-09-30,32.6625,26.8125,36.6625,30.0125,22.9,25.85,70.2,12.0791666666667
Mannar,3,2024-09-30,2024,9,40,2024-10-07,31.4875,26.2625,35.175,29.7875,42.7,24.9,60.5,12.0166666666667
Mannar,1,2024-10-07,2024,10,41,2024-10-14,29.0,24.85,33.7375,28.5625,90.4,20.05,44.3,11.96875
Mannar,8,2024-10-14,2024,10,42,2024-10-21,29.425,26.0,34.1125,29.325,41.8,22.3375,51.8,11.9104166666667
Mannar,2,2024-10-21,2024,10,43,2024-10-28,29.1125,25.2375,33.625,28.975,90.9,21.7625,50.0,11.85625
Matale,2,2007-01-01,2007,1,1,2007-01-08,25.625,17.675,27.725,19.2,8.5,10.825,41.0,11.7020833333333
Matale,7,2007-01-08,2007,1,2,2007-01-15,25.4875,21.4,28.6375,24.6625,79.5,11.4375,43.9,11.71875
Matale,7,2007-01-15,2007,1,3,2007-01-22,26.3375,19.675,28.725,22.225,11.5,12.9375,39.2,11.74375
Matale,4,2007-01-22,2007,1,4,2007-01-29,25.9875,19.5,28.625,21.8875,38.8,13.3125,49.7,11.775
Matale,4,2007-01-29,2007,1,5,2007-02-05,26.8375,20.1375,30.2125,22.7125,10.4,12.6125,49.7,11.8145833333333
Matale,2,2007-02-05,2007,2,6,2007-02-12,27.9875,19.025,31.3625,21.4125,5.1,10.475,41.0,11.8479166666667
Matale,4,2007-02-12,2007,2,7,2007-02-19,29.275,20.85,33.4625,24.15,9.1,7.7875,46.4,11.8895833333333
Matale,0,2007-02-19,2007,2,8,2007-02-26,27.2125,20.275,29.5375,22.775,23.5,12.1375,47.5,11.9354166666667
Matale,1,2007-02-26,2007,2,9,2007-03-05,29.5875,20.2875,34.0625,23.45,11.1,9.275,34.6,11.9833333333333
Matale,1,2007-03-05,2007,3,10,2007-03-12,30.3625,18.55,33.3125,20.75,1.7,11.075,39.6,12.0333333333333
Matale,1,2007-03-12,2007,3,11,2007-03-19,31.0875,21.2,34.3625,24.5375,7.6,11.0,36.0,12.0770833333333
Matale,1,2007-03-19,2007,3,12,2007-03-26,33.0875,20.0625,35.25,22.8625,0.0,10.625,34.6,12.125
Matale,0,2007-03-26,2007,3,13,2007-04-02,33.2125,21.6625,35.9375,24.8,3.9,11.6625,39.2,12.1708333333333
Matale,0,2007-04-02,2007,4,14,2007-04-09,30.1625,22.85,34.25,27.05,45.5,10.2625,43.9,12.2229166666667
Matale,1,2007-04-09,2007,4,15,2007-04-16,26.9875,21.975,32.475,26.0875,130.9,6.275,31.3,12.26875
Matale,0,2007-04-16,2007,4,16,2007-04-23,29.3125,21.8,35.7125,25.8625,23.9,6.225,25.6,12.3208333333333
Matale,0,2007-04-23,2007,4,17,2007-04-30,29.4875,21.6625,36.525,25.575,50.4,5.95,29.9,12.3645833333333
Matale,0,2007-04-30,2007,4,18,2007-05-07,29.0125,22.75,34.8125,26.5,10.0,13.0875,54.4,12.4
Matale,0,2007-05-07,2007,5,19,2007-05-14,28.725,23.675,32.3875,26.8875,0.7,22.125,72.7,12.4354166666667
Matale,0,2007-05-14,2007,5,20,2007-05-21,30.0,23.0625,33.6875,25.6625,3.1,17.25,63.4,12.4708333333333
Matale,2,2007-05-21,2007,5,21,2007-05-28,29.975,23.125,34.9,26.95,14.1,13.2,64.4,12.4979166666667
Matale,0,2007-05-28,2007,5,22,2007-06-04,29.65,22.7375,33.775,25.7375,8.4,16.5625,64.4,12.525
Matale,1,2007-06-04,2007,6,23,2007-06-11,29.1625,23.4125,32.8375,26.725,12.3,18.6375,70.9,12.54375
Matale,2,2007-06-11,2007,6,24,2007-06-18,27.1625,22.6625,30.0375,25.5125,37.5,20.7625,70.2,12.55625
Matale,0,2007-06-18,2007,6,25,2007-06-25,26.8625,22.0875,30.125,24.6875,35.2,19.75,84.6,12.55625
Matale,1,2007-06-25,2007,6,26,2007-07-02,28.225,22.9,31.8625,25.875,6.9,19.2625,70.2,12.5520833333333
Matale,0,2007-07-02,2007,7,27,2007-07-09,28.5125,22.8625,31.0625,25.3875,2.3,24.6125,79.9,12.5416666666667
Matale,3,2007-07-09,2007,7,28,2007-07-16,28.1125,22.725,30.4125,25.2125,3.5,24.775,78.8,12.525
Matale,0,2007-07-16,2007,7,29,2007-07-23,26.8125,22.125,30.35,24.9375,43.7,17.675,73.4,12.5
Matale,1,2007-07-23,2007,7,30,2007-07-30,26.7125,21.8375,29.55,24.4375,23.3,17.125,64.4,12.4729166666667
Matale,3,2007-07-30,2007,7,31,2007-08-06,27.7875,22.25,30.2625,24.725,1.0,20.2375,66.6,12.4416666666667
Matale,1,2007-08-06,2007,8,32,2007-08-13,28.375,22.575,30.7375,25.075,5.1,23.425,74.2,12.3958333333333
Matale,4,2007-08-13,2007,8,33,2007-08-20,28.975,22.35,32.0125,24.8875,3.5,19.75,67.0,12.35625
Matale,0,2007-08-20,2007,8,34,2007-08-27,28.425,22.5,31.5125,25.225,8.1,19.4375,66.2,12.31875
Matale,2,2007-08-27,2007,8,35,2007-09-03,27.8375,22.4375,30.6625,24.95,21.3,19.125,70.6,12.2729166666667
Matale,1,2007-09-03,2007,9,36,2007-09-10,28.55,22.1125,32.9625,25.2,44.4,14.8625,69.5,12.225
Matale,1,2007-09-10,2007,9,37,2007-09-17,27.5625,22.2,31.1125,25.1375,10.3,19.6375,74.5,12.1770833333333
Matale,0,2007-09-17,2007,9,38,2007-09-24,26.6875,22.2875,29.1125,24.75,10.3,24.725,76.3,12.13125
Matale,0,2007-09-24,2007,9,39,2007-10-01,28.5,22.425,31.4375,25.2,5.0,19.9875,70.2,12.0833333333333
Matale,4,2007-10-01,2007,10,40,2007-10-08,27.15,22.4125,29.75,24.9125,8.7,23.225,78.5,12.0354166666667
Matale,1,2007-10-08,2007,10,41,2007-10-15,27.8625,21.425,32.7375,24.675,62.4,11.2125,66.2,11.9916666666667
Matale,0,2007-10-15,2007,10,42,2007-10-22,26.6125,21.15,30.8625,24.5,79.0,9.9125,49.7,11.94375
Matale,1,2007-10-22,2007,10,43,2007-10-29,26.325,21.1625,30.1875,24.3625,64.5,12.975,69.5,11.9
Matale,2,2007-10-29,2007,10,44,2007-11-05,27.4875,21.3375,32.1875,24.75,59.8,11.125,69.5,11.85625
Matale,1,2007-11-05,2007,11,45,2007-11-12,27.4,20.75,32.65,24.3,76.8,7.55,27.0,11.8166666666667
Matale,3,2007-11-12,2007,11,46,2007-11-19,27.6125,19.3375,31.725,22.025,24.7,8.6,32.0,11.7791666666667
Matale,1,2007-11-19,2007,11,47,2007-11-26,27.2875,20.6125,31.75,24.0875,45.1,8.675,34.9,11.7520833333333
