District,Number_of_Cases,Week_Start_Date,Month,Year,Week,Week_End_Date,Avg Max Temp (°C),Avg Min Temp (°C),Avg Apparent Max Temp (°C),Avg Apparent Min Temp (°C),Total Precipitation (mm),Total Rain (mm),Avg Wind Speed (km/h),Max Wind Gusts (km/h),Weather Code,Avg Daylight Duration (hours),Avg Sunrise Time,Avg Sunset Time
Matale,28,2009-11-02,11,2009,45,2009-11-09,27.0125,22.1125,31.625,26.15,95.6,95.6,8.2,43.9,61,11.83125,355,1065
Matale,37,2009-11-09,11,2009,46,2009-11-16,27.2125,21.75,31.9875,25.625,44.3,44.3,8.6125,43.2,53,11.7895833333333,357,1065
Matale,16,2009-11-16,11,2009,47,2009-11-23,27.2375,21.2,32.525,25.075,61.1,61.1,6.3875,33.8,61,11.7604166666667,359,1065
Matale,17,2009-11-23,11,2009,48,2009-11-30,27.3625,20.2125,31.9375,23.425,23.8,23.8,8.625,33.8,61,11.73125,362,1066
Matale,44,2009-11-30,11,2009,49,2009-12-07,27.2125,21.175,31.9125,24.975,76.9,76.9,8.025,30.2,61,11.7145833333333,365,1068
Matale,49,2009-12-07,12,2009,50,2009-12-14,25.6125,22.025,29.7375,26.05,113,113,9.0375,34.9,63,11.6958333333333,369,1071
Matale,37,2009-12-14,12,2009,51,2009-12-21,27,21.4875,31.4875,25.3125,64.1,64.1,8.8125,46.8,51,11.6916666666667,372,1074
Matale,9,2009-12-21,12,2009,52,2009-12-28,25.925,21.7125,30.3,25.425,111.6,111.6,9.5375,46.8,63,11.6916666666667,376,1077
Matale,35,2009-12-28,12,2009,53,2010-01-04,26.3125,20.5,29.4125,23.7875,19.4,19.4,10.175,42.5,51,11.6916666666667,379,1081
Matale,25,2010-01-04,1,2010,1,2010-01-11,26.75,19.3875,30.4625,22.15,4.9,4.9,8.7,34.2,51,11.70625,382,1084
Matale,12,2010-01-11,1,2010,2,2010-01-18,26.925,21.125,31.075,24.575,32.8,32.8,10.0125,45.4,51,11.7291666666667,384,1088
Matale,7,2010-01-18,1,2010,3,2010-01-25,26.4875,19.525,29.525,22.0875,6.2,6.2,10.9625,36.4,2,11.7604166666667,385,1091
Matale,5,2010-01-25,1,2010,4,2010-02-01,26.4875,21.125,29.9375,24.325,27.2,27.2,11.025,42.1,55,11.7979166666667,386,1093
Matale,44,2010-02-01,2,2010,5,2010-02-08,26.875,20.6,29.8625,23.4125,13.2,13.2,12.25,43.6,51,11.8291666666667,386,1095
Matale,12,2010-02-08,2,2010,6,2010-02-15,27.825,20.875,31.4625,24.025,11.2,11.2,10.2125,37.8,3,11.86875,385,1097
Matale,28,2010-02-15,2,2010,7,2010-02-22,29.6625,20.8875,33.95,24.0875,9.6,9.6,10.5125,40.7,3,11.9083333333333,383,1098
Matale,20,2010-02-22,2,2010,8,2010-03-01,30.925,19.8125,34.6375,22.3375,0,0,10.05,40.7,1,11.9604166666667,381,1099
Matale,15,2010-03-01,3,2010,9,2010-03-08,31.9,20.3,35.45,23.025,0,0,8.0875,34.6,3,12.00625,378,1099
Matale,9,2010-03-08,3,2010,10,2010-03-15,31.85,22.35,34.95,26.1,2.3,2.3,13.7,49.7,51,12.0520833333333,375,1098
Matale,4,2010-03-15,3,2010,11,2010-03-22,32.15,21.4125,35.225,24.6875,3.1,3.1,13.0625,48.2,1,12.1,372,1098
Matale,2,2010-03-22,3,2010,12,2010-03-29,30.7,22.825,36.6,27.25,68.4,68.4,6.1125,24.5,63,12.1479166666667,368,1097
Matale,5,2010-03-29,3,2010,13,2010-04-05,30.4,22.3125,36.775,26.575,30.4,30.4,7.2875,32,1,12.1979166666667,365,1096
Matale,0,2010-04-05,4,2010,14,2010-04-12,30.3375,22.7625,36.35,27.375,12.8,12.8,8.4375,44.6,51,12.2416666666667,361,1096
Matale,1,2010-04-12,4,2010,15,2010-04-19,30.3,22.9,36.9,27.3875,52.8,52.8,6.3375,30.6,51,12.29375,358,1096
Matale,21,2010-04-19,4,2010,16,2010-04-26,30.1375,22.9375,36.9625,27.375,42.6,42.6,7.4125,30.2,51,12.3395833333333,355,1096
Matale,7,2010-04-26,4,2010,17,2010-05-03,30.0125,22.8375,36.95,27.525,84.9,84.9,6.4625,32.4,63,12.38125,353,1096
Matale,7,2010-05-03,5,2010,18,2010-05-10,29.475,22.8375,36.3875,27.225,41.6,41.6,8.7125,41,63,12.4145833333333,351,1096
Matale,1,2010-05-10,5,2010,19,2010-05-17,29.2625,23.5375,35.3,28.0625,12.5,12.5,10.875,46.8,53,12.45625,349,1097
Matale,13,2010-05-17,5,2010,20,2010-05-24,27.6125,23.6125,30.8375,27.1,13.6,13.6,20.7375,72.7,51,12.4895833333333,349,1098
Matale,10,2010-05-24,5,2010,21,2010-05-31,28.8375,23.475,32.5,26.725,3.5,3.5,22.1625,68.8,3,12.5104166666667,349,1099
Matale,13,2010-05-31,5,2010,22,2010-06-07,29.35,23.3375,33.525,26.5875,8,8,18.4625,73.8,51,12.5333333333333,349,1101
Matale,7,2010-06-07,6,2010,23,2010-06-14,27.275,22.8375,30.025,25.5,31.1,31.1,23.3375,84.6,53,12.5458333333333,350,1103
Matale,2,2010-06-14,6,2010,24,2010-06-21,29.05,22.875,33.575,26.3,14.8,14.8,14.3375,51.5,55,12.5541666666667,351,1104
Matale,6,2010-06-21,6,2010,25,2010-06-28,28.3875,22.85,31.4625,25.6,9.2,9.2,23,78.5,51,12.5583333333333,352,1106
Matale,20,2010-06-28,6,2010,26,2010-07-05,27.2625,22.725,29.6625,25.225,8,8,24.7375,83.5,51,12.55,354,1107
Matale,13,2010-07-05,7,2010,27,2010-07-12,29.2,22.0625,34.325,25.625,29.9,29.9,10.7375,72.4,63,12.53125,356,1108
Matale,13,2010-07-12,7,2010,28,2010-07-19,27.2375,22.3375,30.2125,24.6125,11.8,11.8,22.1,77,51,12.5083333333333,357,1108
Matale,18,2010-07-19,7,2010,29,2010-07-26,27.8375,22.6625,30.95,25.1875,8.6,8.6,22.0625,79.6,2,12.4875,358,1108
Matale,18,2010-07-26,7,2010,30,2010-08-02,28.425,22.8125,31.2,25.2625,4.7,4.7,22.4375,81.7,51,12.4583333333333,359,1107
Matale,8,2010-08-02,8,2010,31,2010-08-09,28,22.8875,30.575,25.4,3.7,3.7,22.7,72.7,51,12.425,360,1105
Matale,8,2010-08-09,8,2010,32,2010-08-16,28.15,22.725,31.325,25.4625,8,8,19.3875,74.9,51,12.375,361,1103
Matale,9,2010-08-16,8,2010,33,2010-08-23,27.175,22.0625,30.275,24.725,51.3,51.3,19.6,75.2,63,12.3395833333333,360,1100
Matale,9,2010-08-23,8,2010,34,2010-08-30,26.3375,22.125,28.8375,24.3625,13.1,13.1,23.2875,80.6,53,12.2916666666667,360,1097
Matale,5,2010-08-30,8,2010,35,2010-09-06,27.55,21.7875,30.6375,24.1125,5.8,5.8,19.025,75.6,1,12.2479166666667,359,1094
Matale,8,2010-09-06,9,2010,36,2010-09-13,28.2875,22.5375,31.4,25.375,6.1,6.1,18.55,66.6,51,12.2020833333333,358,1090
Matale,2,2010-09-13,9,2010,37,2010-09-20,27.8625,22.425,30.9,25.05,13.2,13.2,21,72.7,51,12.1541666666667,357,1086
Matale,2,2010-09-20,9,2010,38,2010-09-27,27.6375,21.975,32.3,25.625,55.9,55.9,10.675,59.8,61,12.10625,356,1082
Matale,3,2010-09-27,9,2010,39,2010-10-04,26.55,21.325,30.8625,24.6,172.9,172.9,11.6375,68,65,12.0625,355,1079
Matale,2,2010-10-04,10,2010,40,2010-10-11,26.65,22.3125,29.425,24.9375,12.9,12.9,23.0875,82.8,51,12.0104166666667,354,1075
Matale,5,2010-10-11,10,2010,41,2010-10-18,27.25,21.6375,30.3875,24.2125,3.3,3.3,20.725,69.1,2,11.96875,354,1072
Matale,3,2010-10-18,10,2010,42,2010-10-25,27.675,21.2625,31.625,23.975,4.3,4.3,16.4875,61.6,51,11.925,354,1069
Matale,6,2010-10-25,10,2010,43,2010-11-01,27.5,21.525,32.3625,25.1625,95.5,95.5,9.575,43.2,63,11.8791666666667,354,1067
Matale,7,2010-11-01,11,2010,44,2010-11-08,27,21.2,31.7,24.2375,41.8,41.8,11.8625,56.2,53,11.8395833333333,355,1065
Matale,7,2010-11-08,11,2010,45,2010-11-15,27.4875,20.9875,32.775,24.5,50.7,50.7,7.6625,38.5,51,11.7958333333333,357,1065
Matale,0,2010-11-15,11,2010,46,2010-11-22,26.7875,20.6375,31.55,24.4,106.4,106.4,5.7125,25.2,63,11.7625,359,1065
Matale,5,2010-11-22,11,2010,47,2010-11-29,26.375,21.425,30.8625,25.3375,150.2,150.2,7.8125,37.8,61,11.7375,362,1066
Matale,13,2010-11-29,11,2010,48,2010-12-06,25.275,21.1,29.0625,24.425,224.6,224.6,11.25,64.8,63,11.7166666666667,365,1068
Matale,8,2010-12-06,12,2010,49,2010-12-13,26.1375,20.475,29.3875,22.95,44.7,44.7,13.85,57.6,51,11.7,368,1070
Matale,8,2010-12-13,12,2010,50,2010-12-20,27,19.6875,31.25,22.375,18.2,18.2,7.675,35.3,51,11.6916666666667,372,1073
Matale,7,2010-12-20,12,2010,51,2010-12-27,23.65,20.3375,27.7375,23.5625,222,222,8.1,37.1,65,11.6916666666667,375,1077
Matale,6,2010-12-27,12,2010,52,2011-01-03,24.45,20.475,28.2375,23.7625,107.3,107.3,8.45,36,63,11.69375,378,1080
Matale,1,2011-01-03,1,2011,1,2011-01-10,23.8125,20.7375,27.75,23.975,470.6,470.6,9.5625,42.8,65,11.70625,381,1084
Matale,1,2011-01-10,1,2011,2,2011-01-17,24.2375,20.15,27.8375,23.2875,196.9,196.9,8.675,36.7,53,11.725,384,1087
Matale,2,2011-01-17,1,2011,3,2011-01-24,26.275,19.2375,29.3375,21.5625,13.5,13.5,12.1375,44.6,51,11.7520833333333,385,1090
Matale,5,2011-01-24,1,2011,4,2011-01-31,25,20.9875,27.975,24.0125,76.9,76.9,11.3375,44.6,63,11.7854166666667,386,1093
Matale,2,2011-01-31,1,2011,5,2011-02-07,22.7125,20.6125,26.4875,23.8125,497,497,9.75,57.2,65,11.8229166666667,386,1095
Matale,4,2011-02-07,2,2011,6,2011-02-14,26.025,19.85,29.6625,22.6,36.3,36.3,10.05,37.4,3,11.8604166666667,385,1097
Matale,4,2011-02-14,2,2011,7,2011-02-21,28.075,20.525,33.15,24.0125,4.5,4.5,6.0375,31.7,3,11.9,384,1098
Matale,7,2011-02-21,2,2011,8,2011-02-28,28.1375,20.425,32.0375,23.6375,10.5,10.5,10.125,37.8,51,11.95,381,1098
Matale,3,2011-02-28,2,2011,9,2011-03-07,27.6875,20.9,31.8,24.1625,36.7,36.7,10.7375,41.4,61,11.9958333333333,379,1099
Matale,0,2011-03-07,3,2011,10,2011-03-14,29.7625,19.425,33.925,21.875,12.9,12.9,8.7125,32.4,1,12.0458333333333,376,1098
Matale,4,2011-03-14,3,2011,11,2011-03-21,29.175,21.5875,33.975,25.4125,35,35,9.3375,46.1,51,12.0916666666667,372,1098
Matale,7,2011-03-21,3,2011,12,2011-03-28,29.6875,21.725,35.5,25.6625,19.3,19.3,6.525,29.5,53,12.1375,369,1097
Matale,2,2011-03-28,3,2011,13,2011-04-04,31.275,20.8375,36.275,24.1125,4.7,4.7,6.875,24.5,1,12.1916666666667,365,1097
Matale,3,2011-04-04,4,2011,14,2011-04-11,31.1625,21.4625,35.7375,24.85,24,24,8.6,35.6,61,12.2333333333333,362,1096
Matale,2,2011-04-11,4,2011,15,2011-04-18,29.4,21.6125,36.0125,25.4875,56.4,56.4,6.2,29.9,61,12.2833333333333,359,1096
Matale,5,2011-04-18,4,2011,16,2011-04-25,27.9875,22.0375,33.4875,26.1,80.3,80.3,6.7375,37.4,63,12.3333333333333,356,1096
Matale,6,2011-04-25,4,2011,17,2011-05-02,27.6625,22.35,32.475,25.8125,21.2,21.2,14.3875,55.4,51,12.375,353,1096
Matale,8,2011-05-02,5,2011,18,2011-05-09,28.7,22.975,33.1375,26.375,5.9,5.9,19.375,58,1,12.4083333333333,351,1096
Matale,2,2011-05-09,5,2011,19,2011-05-16,29.975,22.2,34.5,25.625,3.6,3.6,13.05,53.6,51,12.44375,350,1096
Matale,7,2011-05-16,5,2011,20,2011-05-23,30.775,22.4875,35.4,26.3125,7.2,7.2,11.2125,51.1,51,12.48125,349,1098
Matale,16,2011-05-23,5,2011,21,2011-05-30,29.0625,23.1,32.9,26.5375,10.3,10.3,18.45,70.6,51,12.5083333333333,349,1099
Matale,17,2011-05-30,5,2011,22,2011-06-06,28.8625,23.1125,31.4875,25.8625,2.9,2.9,22.525,74.2,51,12.53125,349,1101
Matale,11,2011-06-06,6,2011,23,2011-06-13,29.2875,23.4125,32.1375,26.4375,4.6,4.6,20.5,65.9,51,12.5458333333333,350,1102
Matale,9,2011-06-13,6,2011,24,2011-06-20,28.8875,22.8875,30.825,25.55,1.1,1.1,24.9125,81,51,12.55625,351,1104
Matale,15,2011-06-20,6,2011,25,2011-06-27,29.4875,22.8875,31.75,25.5125,2,2,23.425,78.8,51,12.5583333333333,352,1106
Matale,19,2011-06-27,6,2011,26,2011-07-04,30.0625,23.0125,33.075,25.4625,1.6,1.6,19.6375,78.8,51,12.55,354,1107
Matale,11,2011-07-04,7,2011,27,2011-07-11,29.025,22.775,31.925,25.5125,11.1,11.1,19.6,73.4,51,12.5375,355,1108
Matale,11,2011-07-11,7,2011,28,2011-07-18,27.7125,22.5125,29.675,24.7375,5.2,5.2,25.0375,81.7,51,12.5208333333333,357,1108
Matale,8,2011-07-18,7,2011,29,2011-07-25,28.675,22.875,30.825,25.2625,4.2,4.2,23.475,73.1,51,12.4916666666667,358,1108
Matale,13,2011-07-25,7,2011,30,2011-08-01,28.5625,22.5875,30.4875,24.8875,4.7,4.7,23.5125,74.9,51,12.4645833333333,359,1107
Matale,4,2011-08-01,8,2011,31,2011-08-08,29.325,22.775,31.6,25.1875,4.3,4.3,22.85,74.9,51,12.43125,360,1106
Matale,2,2011-08-08,8,2011,32,2011-08-15,28.75,22.8,31.3125,25.4625,12.6,12.6,18.8375,67.7,51,12.38125,361,1103
Matale,8,2011-08-15,8,2011,33,2011-08-22,28.25,22.35,31.2625,25.1875,14.4,14.4,17.9375,67.3,53,12.3479166666667,360,1101
Matale,10,2011-08-22,8,2011,34,2011-08-29,28.6,22.6625,30.725,25.0375,2.9,2.9,21.6,74.5,51,12.3041666666667,360,1098
Matale,4,2011-08-29,8,2011,35,2011-09-05,29.5125,22.85,31.8125,25.2875,4.9,4.9,22.275,71.6,51,12.2604166666667,359,1095
Matale,1,2011-09-05,9,2011,36,2011-09-12,28.675,22.85,31.25,25.3625,12.4,12.4,21.6,74.2,53,12.2104166666667,358,1091
Matale,4,2011-09-12,9,2011,37,2011-09-19,27.8625,22.0625,30.625,24.6375,15.7,15.7,20.975,74.5,51,12.1625,357,1087
Matale,6,2011-09-19,9,2011,38,2011-09-26,29.8375,21.9875,32.8375,24.375,3.4,3.4,18.7375,65.5,1,12.1166666666667,356,1083
Matale,5,2011-09-26,9,2011,39,2011-10-03,30.875,22.5,34.575,25.3125,4.7,4.7,14.5875,49,51,12.06875,355,1079
Matale,3,2011-10-03,10,2011,40,2011-10-10,30.6,22.4625,34.2,25.6875,5,5,14.4125,47.9,51,12.0229166666667,354,1076
Matale,4,2011-10-10,10,2011,41,2011-10-17,30.225,22.3875,34.375,26.125,32.1,32.1,10.975,50,61,11.9770833333333,354,1072
Matale,5,2011-10-17,10,2011,42,2011-10-24,29.375,21.825,34.3375,25.7125,73.2,73.2,8.9375,40,65,11.93125,354,1069
Matale,5,2011-10-24,10,2011,43,2011-10-31,26.7125,21.6875,31.85,25.6625,98.1,98.1,8.2375,43.2,63,11.8875,354,1067
Matale,4,2011-10-31,10,2011,44,2011-11-07,27.1625,21.425,32.2625,25.275,54.9,54.9,7.3,35.6,63,11.8479166666667,355,1066
Matale,2,2011-11-07,11,2011,45,2011-11-14,27.9125,20.1375,32.475,23.25,20.5,20.5,7.6,32.8,2,11.80625,356,1065
Matale,8,2011-11-14,11,2011,46,2011-11-21,27.1875,21.225,31.325,24.7375,40.2,40.2,9.975,41,51,11.7708333333333,358,1065
Matale,5,2011-11-21,11,2011,47,2011-11-28,26.0375,21.6875,29.825,25.25,111,111,11.45,64.4,63,11.7458333333333,361,1066
Matale,12,2011-11-28,11,2011,48,2011-12-05,27.675,20.8375,32.4625,24.15,30.8,30.8,8.7375,50.4,3,11.7208333333333,364,1067
Matale,7,2011-12-05,12,2011,49,2011-12-12,27.2125,20.5375,31.075,23.775,40.5,40.5,9.7875,34.9,51,11.7,368,1070
Matale,14,2011-12-12,12,2011,50,2011-12-19,25.6125,21.3375,28.9625,24.8,166,166,11.175,45.7,53,11.6916666666667,371,1073
Matale,10,2011-12-19,12,2011,51,2011-12-26,24.7375,20.875,28.225,24.1875,179.5,179.5,9.9625,50.8,65,11.6916666666667,375,1076
Matale,9,2011-12-26,12,2011,52,2012-01-02,26.7,18.5625,30.0375,20.175,4.4,4.4,10,47.2,51,11.6958333333333,378,1080
Matale,9,2012-01-02,1,2012,1,2012-01-09,27.175,20.8875,31.25,24.0875,42.7,42.7,9.85,41,63,11.7041666666667,381,1083
Matale,8,2012-01-09,1,2012,2,2012-01-16,26.6125,19.925,29.6875,22.475,5.2,5.2,10.725,41.4,3,11.7229166666667,383,1087
Matale,9,2012-01-16,1,2012,3,2012-01-23,26.45,18.3375,29.025,20.4,4.1,4.1,8.2125,36.4,51,11.7479166666667,385,1090
Matale,9,2012-01-23,1,2012,4,2012-01-30,26.9375,18.85,29.2375,20.975,2.9,2.9,9.7875,36.4,51,11.78125,386,1092
Matale,12,2012-01-30,1,2012,5,2012-02-06,26.95,20.625,30.05,23.5,30.5,30.5,11.9375,38.9,53,11.81875,386,1095
Matale,9,2012-02-06,2,2012,6,2012-02-13,27.725,21.0125,31.0625,24.225,19.6,19.6,11.3875,38.9,51,11.8520833333333,385,1096
Matale,15,2012-02-13,2,2012,7,2012-02-20,27.4875,20.5875,30.8,23.65,19.2,19.2,11.1125,38.9,51,11.89375,384,1097
Matale,6,2012-02-20,2,2012,8,2012-02-27,28.2625,18.6625,30.7625,20.4875,4.4,4.4,12.575,45.4,3,11.94375,382,1098
Matale,9,2012-02-27,2,2012,9,2012-03-05,30.225,20.7625,35.225,24.375,19.7,19.7,7.1625,32.4,3,11.9875,379,1099
Matale,10,2012-03-05,3,2012,10,2012-03-12,30.55,20.65,34.5875,23.7375,2.5,2.5,9.25,34.6,3,12.0375,376,1098
Matale,4,2012-03-12,3,2012,11,2012-03-19,30.55,21.5,35.275,25.3,19.7,19.7,9.5375,36.4,53,12.075,373,1098
Matale,7,2012-03-19,3,2012,12,2012-03-26,32.4,20.6875,35.6375,23.5125,0.7,0.7,9.0125,32,1,12.1291666666667,370,1097
Matale,11,2012-03-26,3,2012,13,2012-04-02,30.975,21.425,35.5875,24.9,25.8,25.8,8.1125,36.7,51,12.1791666666667,366,1097
Matale,1,2012-04-02,4,2012,14,2012-04-09,30.1,21.725,35.9375,25.5625,57.3,57.3,6.6625,28.8,63,12.2229166666667,362,1096
Matale,1,2012-04-09,4,2012,15,2012-04-16,29.4,21.6125,35.825,25.6,47.1,47.1,7.025,32.8,53,12.275,359,1096
Matale,11,2012-04-16,4,2012,16,2012-04-23,28.7875,22.175,34.875,26.1625,53.6,53.6,8.125,36.4,63,12.325,356,1096
Matale,1,2012-04-23,4,2012,17,2012-04-30,28.65,22.675,33.25,26.2625,19,19,13.175,54.4,51,12.36875,353,1096
Matale,1,2012-04-30,4,2012,18,2012-05-07,30.05,21.9625,33.7375,24.5875,2.3,2.3,16.0875,58,1,12.4020833333333,351,1096
Matale,0,2012-05-07,5,2012,19,2012-05-14,31.075,22.7125,35.55,26.25,6.2,6.2,13.1875,49,51,12.4395833333333,350,1096
Matale,0,2012-05-14,5,2012,20,2012-05-21,31.225,23.325,35.0125,26.4375,5.2,5.2,17.2625,57.2,53,12.475,349,1097
Matale,1,2012-05-21,5,2012,21,2012-05-28,30.125,23.4875,32.55,26.2375,2.2,2.2,24.4375,81.4,3,12.5020833333333,349,1099
Matale,0,2012-05-28,5,2012,22,2012-06-04,30.675,23.7875,32.975,26.5125,1.4,1.4,24.4125,75.6,3,12.5291666666667,349,1100
Matale,0,2012-06-04,6,2012,23,2012-06-11,29.5875,23.425,31.7,26.05,2,2,24.725,81,51,12.5458333333333,349,1102
Matale,0,2012-06-11,6,2012,24,2012-06-18,29.2,23.0375,30.8125,25.7375,1.8,1.8,23.4125,74.2,51,12.55625,350,1104
Matale,0,2012-06-18,6,2012,25,2012-06-25,28.8875,22.75,30.6125,25.1625,2.7,2.7,23.15,74.5,51,12.5541666666667,352,1105
Matale,1,2012-06-25,6,2012,26,2012-07-02,29.1875,22.6625,31.4,25.1375,12.4,12.4,22.25,78.8,53,12.5541666666667,353,1107
Matale,1,2012-07-02,7,2012,27,2012-07-09,28.275,22.4375,30.1375,24.8125,11.5,11.5,24.9125,76.3,51,12.5416666666667,355,1108
Matale,0,2012-07-09,7,2012,28,2012-07-16,29.6,22.85,33.025,25.8875,21.6,21.6,16.6875,72,53,12.5208333333333,357,1108
Matale,2,2012-07-16,7,2012,29,2012-07-23,29.525,22.8125,31.7125,25.425,4.1,4.1,21.7125,79.2,51,12.4916666666667,358,1108
Matale,0,2012-07-23,7,2012,30,2012-07-30,29.45,22.8,31.2125,25.175,1,1,23.425,73.4,2,12.46875,359,1107
Matale,3,2012-07-30,7,2012,31,2012-08-06,30.0875,23.0375,31.775,25.35,3,3,22.2125,70.9,51,12.4375,360,1106
Matale,4,2012-08-06,8,2012,32,2012-08-13,29.6625,22.9125,31.7375,25.55,5.7,5.7,20.275,69.5,53,12.3916666666667,360,1104
Matale,6,2012-08-13,8,2012,33,2012-08-20,29.5875,22.725,31.8625,25.2875,9.8,9.8,21.05,78.5,53,12.3520833333333,360,1101
Matale,21,2012-08-20,8,2012,34,2012-08-27,29.4875,22.4,31.8,25.15,7,7,19.7875,76,51,12.3145833333333,360,1098
Matale,15,2012-08-27,8,2012,35,2012-09-03,29.1125,22.7875,31.6,25.325,9,9,22.9,74.2,51,12.2666666666667,359,1095
Matale,19,2012-09-03,9,2012,36,2012-09-10,29.2,22.95,32,25.7375,15.3,15.3,21.025,72.7,51,12.2208333333333,358,1091
Matale,10,2012-09-10,9,2012,37,2012-09-17,29.5375,22.85,32.2625,25.625,5.9,5.9,21.0875,72.7,51,12.1729166666667,357,1088
Matale,6,2012-09-17,9,2012,38,2012-09-24,30.85,22.5875,33.9,25.675,18.6,18.6,15.6375,61.2,51,12.125,356,1084
Matale,7,2012-09-24,9,2012,39,2012-10-01,30.2875,22.8625,32.7375,25.2625,7.4,7.4,19.1125,67.3,53,12.075,355,1080
Matale,7,2012-10-01,10,2012,40,2012-10-08,32.4,22.4125,35.6125,25.2875,11.3,11.3,14.1375,60.1,51,12.0270833333333,354,1076
Matale,8,2012-10-08,10,2012,41,2012-10-15,30.55,22.3375,35.6625,26.325,94.3,94.3,8.1875,32,65,11.9854166666667,354,1073
Matale,19,2012-10-15,10,2012,42,2012-10-22,27.3,21.4375,32.625,25.425,151.4,151.4,8.1125,32.4,63,11.9375,354,1070
Matale,2,2012-10-22,10,2012,43,2012-10-29,27.1625,21.4375,32.0875,25.15,164.7,164.7,10.8625,62.3,63,11.8958333333333,354,1068
Matale,11,2012-10-29,10,2012,44,2012-11-05,25.9875,21.2375,30.0875,24.0125,112.1,112.1,13.4625,67,63,11.8520833333333,355,1066
Matale,5,2012-11-05,11,2012,45,2012-11-12,27.65,21.1625,32.975,24.9875,83.8,83.8,7.625,32,63,11.8125,356,1065
Matale,9,2012-11-12,11,2012,46,2012-11-19,27,21.2,31.525,25.0625,120.2,120.2,7.8125,28.1,3,11.775,358,1065
Matale,3,2012-11-19,11,2012,47,2012-11-26,28.025,21.425,33.0125,25.3625,50,50,7.1875,26.3,51,11.75,361,1066
Matale,10,2012-11-26,11,2012,48,2012-12-03,26.7,20.4375,30.5625,23.725,142.9,142.9,8.175,27.4,65,11.7229166666667,364,1067
Matale,15,2012-12-03,12,2012,49,2012-12-10,26.8125,21.0625,30.55,24.4125,24.4,24.4,9.925,45.4,51,11.7,367,1069
Matale,15,2012-12-10,12,2012,50,2012-12-17,25.9875,19.6625,29.1375,22.25,89.4,89.4,11.1625,52.9,3,11.6916666666667,371,1072
Matale,2,2012-12-17,12,2012,51,2012-12-24,24.8375,21.4625,28.3875,24.8375,180.2,180.2,11.2,52.9,63,11.6833333333333,374,1075
Matale,5,2012-12-24,12,2012,52,2012-12-31,26.4375,21.9375,31.15,25.95,59,59,8.4375,43.9,53,11.6895833333333,377,1079
Matale,20,2012-12-31,12,2012,1,2013-01-07,25.4375,21.1125,29.175,24.525,178.5,178.5,9.15,37.4,53,11.7041666666667,380,1083
Matale,6,2013-01-07,1,2013,2,2013-01-14,25.5125,20.5625,29.1875,23.7875,173.3,173.3,9.9875,37.4,65,11.7208333333333,383,1086
Matale,7,2013-01-14,1,2013,3,2013-01-21,26.3125,18.475,28.95,20.425,4.7,4.7,11.75,42.5,2,11.74375,384,1089
Matale,5,2013-01-21,1,2013,4,2013-01-28,25.8375,20.5625,29.1125,23.525,100.2,100.2,11.3,40.7,51,11.7729166666667,386,1092
Matale,4,2013-01-28,1,2013,5,2013-02-04,26.9,19.4625,30.5875,21.875,11.6,11.6,11.6,40.7,1,11.8125,386,1094
Matale,9,2013-02-04,2,2013,6,2013-02-11,27.1125,21.425,31.4375,25.075,32.7,32.7,9.475,51.5,51,11.8458333333333,385,1096
Matale,0,2013-02-11,2,2013,7,2013-02-18,26.5875,21.1375,31.3875,24.5375,87,87,8.525,51.5,61,11.8875,384,1097
Matale,9,2013-02-18,2,2013,8,2013-02-25,27.7875,19.6125,32.3125,22.375,15.3,15.3,9.675,35.3,2,11.93125,382,1098
Matale,7,2013-02-25,2,2013,9,2013-03-04,27.7,19.2,31.7125,21.65,31.7,31.7,10.3625,37.4,3,11.9791666666667,380,1099
Matale,7,2013-03-04,3,2013,10,2013-03-11,28.025,21.925,33.6,25.7,57.9,57.9,10.2375,41.8,63,12.0291666666667,377,1099
Matale,6,2013-03-11,3,2013,11,2013-03-18,28.875,21.55,34.725,25.475,33.5,33.5,7.2625,27.7,53,12.0708333333333,374,1098
Matale,0,2013-03-18,3,2013,12,2013-03-25,29.3,20.7875,34.7,24.4,25.1,25.1,7.9,34.2,51,12.1208333333333,370,1097
Matale,8,2013-03-25,3,2013,13,2013-04-01,29.9375,21.8625,36.8875,26.1625,18.8,18.8,5.375,23.8,3,12.1666666666667,367,1097
Matale,8,2013-04-01,4,2013,14,2013-04-08,30.4625,22.2,36.7375,26.2875,1.1,1.1,6.7625,34.9,2,12.2166666666667,363,1096
Matale,5,2013-04-08,4,2013,15,2013-04-15,30.2875,22.5875,36.4625,27.075,36.6,36.6,6.6,29.9,61,12.2666666666667,360,1096
Matale,2,2013-04-15,4,2013,16,2013-04-22,30.6125,22.4125,36.8375,26.5,8.3,8.3,7.425,36.7,53,12.3166666666667,357,1096
Matale,4,2013-04-22,4,2013,17,2013-04-29,30.2625,22.6375,36.65,27.0125,22.3,22.3,6.3875,29.5,51,12.3583333333333,354,1096
Matale,5,2013-04-29,4,2013,18,2013-05-06,29.4,23.05,35.925,27.35,47.5,47.5,7.975,41.8,61,12.3979166666667,352,1096
Matale,13,2013-05-06,5,2013,19,2013-05-13,28.625,23.425,33.7875,27.35,11.2,11.2,15.3625,64.1,53,12.4333333333333,350,1096
Matale,1,2013-05-13,5,2013,20,2013-05-20,28.9625,23.7125,33.4875,27.2875,15.4,15.4,17.175,63,3,12.46875,349,1097
